date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:30:44	14054/14054	---MCZ	200	added ('OK')	application/json	date:Fri,%2004%20Sep%202020%2012:30:42%20GMT	https://allibravobotina.wixsite.com/misitio/_api/v2/dynamicmodel	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/_api/v2/dynamicmodel.json	(from https://allibravobotina.wixsite.com/misitio)
07:30:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Sep%202020%2012:30:44%20GMT	https://allibravobotina.wixsite.com/misitio/;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/index.html	(from https://allibravobotina.wixsite.com/misitio)
07:30:46	501967/501967	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a3fee71507e9135bf509d91d4d2d0cdf%22	https://static.parastorage.com/services/pro-gallery-santa-wrapper/1.1238.0/viewer.bundle.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/pro-gallery-santa-wrapper/1.1238.0/viewer.bundle.min.js	(from https://allibravobotina.wixsite.com/misitio)
07:30:47	178304/178304	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262b29883ba2abf68570e8398627a2a7a%22	https://static.parastorage.com/services/pro-gallery-santa-wrapper/1.1238.0/viewerScript.bundle.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/pro-gallery-santa-wrapper/1.1238.0/viewerScript.bundle.min.js	(from https://allibravobotina.wixsite.com/misitio)
07:30:50	109946/109946	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ffcd3bd7a7e1c543d0873a55b37a2fdd%22	https://static.parastorage.com/services/wix-form-builder/1.3369.0/viewer-app.bundle.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-form-builder/1.3369.0/viewer-app.bundle.min.js	(from https://allibravobotina.wixsite.com/misitio)
07:30:50	923099/923099	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f27579138186832fc6f006278416b5ec%22	https://static.parastorage.com/services/wix-form-builder/1.3369.0/editor-app.bundle.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-form-builder/1.3369.0/editor-app.bundle.min.js	(from https://allibravobotina.wixsite.com/misitio)
07:30:53	73491/73491	---MCZ	200	added ('OK')	application/javascript	etag:W/%228b663b600dd91a275cdbba55d2ea65d4%22	https://static.parastorage.com/services/wix-code-viewer-app/1.614.0/app.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-code-viewer-app/1.614.0/app.js	(from https://allibravobotina.wixsite.com/misitio)
07:30:53	260758/260758	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e528650b22e4b6a7c2256db479afe19c%22	https://static.parastorage.com/services/dbsm-viewer-app/1.1151.0/app.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/dbsm-viewer-app/1.1151.0/app.js	(from https://allibravobotina.wixsite.com/misitio)
07:30:54	2937/2937	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Sep%202020%2012:30:53%20GMT	https://allibravobotina.wixsite.com/misitio/robots.txt	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/robots.txt	(from https://allibravobotina.wixsite.com/misitio)
07:30:55	270/270	---M--	200	added ('OK')	text/xml	etag:0c5c0aa3d84cbf6da6ce8d4acd845009	https://allibravobotina.wixsite.com/misitio/sitemap.xml	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/sitemap.xml	(from https://allibravobotina.wixsite.com/misitio)
07:30:56	2937/2937	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Sep%202020%2012:30:55%20GMT	https://allibravobotina.wixsite.com/misitio/feed.xml	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/feed.xml	(from https://allibravobotina.wixsite.com/misitio)
07:30:56	2937/2937	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Sep%202020%2012:30:56%20GMT	https://allibravobotina.wixsite.com/misitio/$&/	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/$&/index.html	(from https://allibravobotina.wixsite.com/misitio)
07:30:57	885/885	---M-Z	200	added ('OK')	application/javascript	etag:W/%229bfa08710f8479d899d17d7ba3614340%22	https://static.parastorage.com/services/wix-thunderbolt/dist/landingPage.cb487e54.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-thunderbolt/dist/landingPage.cb487e54.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio)
07:30:57	10987/10987	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fe96a76a4ce937c09c41fbdb9dfd6453%22	https://static.parastorage.com/services/editor-elements/dist/DropDownMenu_TextSeparatorsMenuButtonSkin.a114aecc.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/DropDownMenu_TextSeparatorsMenuButtonSkin.a114aecc.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio)
07:30:58	864/864	---MCZ	200	added ('OK')	application/javascript	etag:W/%2285cd74839dce8914d881aa8523745d83%22	https://static.parastorage.com/services/editor-elements/dist/Container_RectangleArea.81d242b0.chunk.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/editor-elements/dist/Container_RectangleArea.81d242b0.chunk.min.js	(from https://allibravobotina.wixsite.com/misitio)
07:30:58	2937/2937	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Sep%202020%2012:30:58%20GMT	https://allibravobotina.wixsite.com/misitio/fondo.png	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/fondo.png	(from https://allibravobotina.wixsite.com/misitio)
07:30:59	358735/358735	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Sep%202020%2012:30:58%20GMT	https://allibravobotina.wixsite.com/misitio/quienes-somos	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/quienes-somos.html	(from https://allibravobotina.wixsite.com/misitio)
07:31:00	2937/2937	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Sep%202020%2012:31:00%20GMT	https://allibravobotina.wixsite.com/misitio/%3B-%24Path%3D/%3B-%24Path%3D/%3B-SameSite%3Dnone%3B-%24Path%3D	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/;-$Path=/;-$Path=/;-SameSite=none;-$Path=	(from https://allibravobotina.wixsite.com/misitio/;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/)
07:31:01	397584/397584	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Sep%202020%2012:30:59%20GMT	https://allibravobotina.wixsite.com/misitio/contacto	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/contacto.html	(from https://allibravobotina.wixsite.com/misitio)
07:31:01	397686/397686	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Sep%202020%2012:31:00%20GMT	https://allibravobotina.wixsite.com/misitio/	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/index.html	(from https://allibravobotina.wixsite.com/misitio)
07:31:02	2937/2937	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Sep%202020%2012:31:02%20GMT	https://allibravobotina.wixsite.com/misitio/POST	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/POST	(from https://allibravobotina.wixsite.com/misitio/quienes-somos)
07:31:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Sep%202020%2012:31:02%20GMT	https://allibravobotina.wixsite.com/misitio/;%20$Path=/;%20hs=-1885409296;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/;%20$Path=/;%20hs=-1885409296;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/index.html	(from https://allibravobotina.wixsite.com/misitio/)
07:31:03	72170/72170	---M-Z	200	added ('OK')	application/javascript	etag:%22c9af8a10b26de38db0c63a58fa9596f7%22	https://browser.sentry-cdn.com/4.6.2/bundle.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/browser.sentry-cdn.com/4.6.2/bundle.min.js	(from https://allibravobotina.wixsite.com/misitio/quienes-somos)
07:31:04	14805/14805	---MCZ	200	added ('OK')	application/javascript	etag:W/%22456c02ee2a496580a24e5aee614ba9b3%22	https://static.parastorage.com/unpkg/whatwg-fetch@3.0.0/dist/fetch.umd.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/unpkg/whatwg-fetch@3.0.0/dist/fetch.umd.js	(from https://allibravobotina.wixsite.com/misitio/quienes-somos)
07:31:04	140849/140849	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e16d7c0d3b27744ea838418032ffee86%22	https://static.parastorage.com/services/wix-bolt/1.6576.0/bolt-main/app/bolt-custom-elements.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/wix-bolt/1.6576.0/bolt-main/app/bolt-custom-elements.min.js	(from https://allibravobotina.wixsite.com/misitio/quienes-somos)
07:31:06	17493/17493	---MCZ	200	added ('OK')	application/javascript	etag:W/%2218823f6a6d208ee1e361bb266ab794d5%22	https://static.parastorage.com/unpkg/requirejs-bolt@2.3.6/requirejs.min.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/unpkg/requirejs-bolt@2.3.6/requirejs.min.js	(from https://allibravobotina.wixsite.com/misitio/quienes-somos)
07:31:07	1525/1525	---M--	200	added ('OK')	image/png	etag:%223c6917fb33e1253998115aa201c321c3%22	https://static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/cursor_zoom_out.png	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/cursor_zoom_out.png	(from https://allibravobotina.wixsite.com/misitio/quienes-somos)
07:31:07	1522/1522	---M--	200	added ('OK')	image/png	etag:%22b99ad060add6edf8dcabf85de74182b0%22	https://static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/cursor_zoom_in.png	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.parastorage.com/services/skins/2.1229.80/images/wysiwyg/core/themes/base/cursor_zoom_in.png	(from https://allibravobotina.wixsite.com/misitio/quienes-somos)
07:31:09	15478/15478	---M--	200	added ('OK')	image/png	etag:%22a85c062f4e0ec782330b87820183303a%22	https://static.wixstatic.com/media/9c3222_f18a17d4d3244b76b24a64941e25963e~mv2.png/v1/crop/x_255,y_0,w_748,h_478/fill/w_229,h_146,al_c,usm_0.66_1.00_0.01,blur_2/fondo.png	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.wixstatic.com/media/9c3222_f18a17d4d3244b76b24a64941e25963e_mv2.png/v1/crop/x_255,y_0,w_748,h_478/fill/w_229,h_146,al_c,usm_0.66_1.00_0.01,blur_2/fondo.png	(from https://allibravobotina.wixsite.com/misitio/quienes-somos)
07:31:10	11918/11918	---M--	200	added ('OK')	image/png	etag:%22d54621ffe8d73a9a77ab4fba9b8471da%22	https://static.wixstatic.com/media/9c3222_e0533eb3a937489ea2e49d167bad1d37~mv2.png/v1/fill/w_241,h_60,al_c,usm_0.66_1.00_0.01,blur_2/f.png	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.wixstatic.com/media/9c3222_e0533eb3a937489ea2e49d167bad1d37_mv2.png/v1/fill/w_241,h_60,al_c,usm_0.66_1.00_0.01,blur_2/f.png	(from https://allibravobotina.wixsite.com/misitio/quienes-somos)
07:31:11	5269/5269	---M--	200	added ('OK')	image/png	etag:%223975b654d63bc489dc85404f99710e90%22	http://static.wixstatic.com/media/0da768_0c5ce9e2ffa442bea0b79b690223a939~mv2.png	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.wixstatic.com/media/0da768_0c5ce9e2ffa442bea0b79b690223a939_mv2.png	(from https://allibravobotina.wixsite.com/misitio/quienes-somos)
07:31:11	27975/27975	---M--	200	added ('OK')	image/PNG	etag:%22424c8c0311349f48f5659ac53e43ecf027975%22	https://static.wixstatic.com/media/9c3222_3e5574a4838c4e8ab8ef68bc7ca03100~mv2.png/v1/fill/w_222,h_167,al_c,usm_0.66_1.00_0.01,blur_2/LOGO%20N.png	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.wixstatic.com/media/9c3222_3e5574a4838c4e8ab8ef68bc7ca03100_mv2.png/v1/fill/w_222,h_167,al_c,usm_0.66_1.00_0.01,blur_2/LOGO%20N.png	(from https://allibravobotina.wixsite.com/misitio/quienes-somos)
07:31:12	754681/754681	---MCZ	200	added ('OK')	application/javascript	etag:W/%226feecddfae8e0afbb1c94a8d2d168c78%22	https://allibravobotina.wixsite.com/_partials/wix-bolt/1.6576.0/node_modules/viewer-platform-worker/dist/wixcode-worker.js	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/_partials/wix-bolt/1.6576.0/node_modules/viewer-platform-worker/dist/wixcode-worker.js	(from https://allibravobotina.wixsite.com/misitio/quienes-somos)
07:31:12	2937/2937	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Sep%202020%2012:31:12%20GMT	https://allibravobotina.wixsite.com/misitio/%3B-%24Path%3D/%3B-hs%3D-1885409296%3B-%24Path%3D/%3B-%24Path%3D/%3B-SameSite%3Dnone%3B-%24Path%3D	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/allibravobotina.wixsite.com/misitio/;-$Path=/;-hs=-1885409296;-$Path=/;-$Path=/;-SameSite=none;-$Path=	(from https://allibravobotina.wixsite.com/misitio/;%20$Path=/;%20hs=-1885409296;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/)
07:31:13	38247/38247	---M--	200	added ('OK')	image/PNG	etag:%22819462ad1fd233e13af0f7155b2dbbcb38247%22	https://static.wixstatic.com/media/9c3222_3e5574a4838c4e8ab8ef68bc7ca03100~mv2.png/v1/fill/w_276,h_207,al_c,usm_0.66_1.00_0.01,blur_2/LOGO%20N.png	C:/Mis%20lugares%20Web/LiceoJosefelixJimenez/static.wixstatic.com/media/9c3222_3e5574a4838c4e8ab8ef68bc7ca03100_mv2.png/v1/fill/w_276,h_207,al_c,usm_0.66_1.00_0.01,blur_2/LOGO%20N.png	(from https://allibravobotina.wixsite.com/misitio/contacto)
